Time (s),End Effector X (mm),End Effector Y (mm),Target X (mm),Target Y (mm),Theta 1,Theta 2,Omega 1,Omega 2
0.000,585.964,357.460,52.671,-78.152,-9.000,10.000,-9.000,10.000
0.005,585.964,357.460,52.671,-78.152,-9.000,10.000,-9.000,10.000
0.010,585.964,357.460,52.671,-78.152,-9.000,10.000,-9.000,10.000
0.015,585.964,357.460,84.251,-10.091,-9.000,10.000,-9.000,10.000
0.020,585.964,357.460,84.251,-10.091,-9.000,10.000,-9.000,10.000
0.025,585.964,357.460,84.251,-10.091,-9.000,10.000,-9.000,10.000
0.030,585.964,357.460,84.251,-10.091,-9.000,10.000,-9.000,10.000
0.035,585.964,357.460,84.251,-10.091,-9.000,10.000,-9.000,10.000
0.040,585.964,357.460,84.251,-10.091,-9.000,10.000,-9.000,10.000
0.045,585.964,357.460,84.251,-10.091,-9.000,10.000,-9.000,10.000
0.050,585.964,357.460,84.251,-10.091,-9.000,10.000,-9.000,10.000
0.055,585.964,357.460,84.251,-10.091,-9.000,10.000,-9.000,10.000
0.060,585.964,357.460,84.251,-10.091,-9.000,10.000,-9.000,10.000
0.065,585.964,357.460,84.053,-11.620,-9.000,10.000,-9.000,10.000
0.070,585.964,357.460,84.053,-11.620,-9.000,10.000,-9.000,10.000
0.075,585.964,357.460,84.053,-11.620,-9.000,10.000,-9.000,10.000
0.080,585.964,357.460,84.053,-11.620,-9.000,10.000,-9.000,10.000
0.085,585.964,357.460,84.053,-11.620,-9.000,10.000,-9.000,10.000
0.090,585.964,357.460,84.053,-11.620,-9.000,10.000,-9.000,10.000
0.095,585.964,357.460,83.920,-12.546,-9.000,10.000,-9.000,10.000
0.100,585.964,357.460,83.920,-12.546,-9.000,10.000,-9.000,10.000
0.105,585.964,357.460,83.920,-12.546,-9.000,10.000,-9.000,10.000
0.110,585.964,357.460,83.920,-12.546,-9.000,10.000,-9.000,10.000
0.115,585.964,357.460,83.920,-12.546,-9.000,10.000,-9.000,10.000
0.120,585.964,357.460,83.920,-12.546,-9.000,10.000,-9.000,10.000
0.125,585.964,357.460,83.920,-12.546,-9.000,10.000,-9.000,10.000
